evidence_id,topic_key,research_round,label,confidence,claim,verification_verdict,verification_correction,confidence_note,conflict_note,source_title,source_org,source_date,source_ref,relevance,access_date,validation_status
EV-USSFFORC-14,ussf-force-design,2,FACT,Medium,"A treaty-level 'Framework Agreement between the Government of the United States of America and the Government of Australia on Cooperation in Aeronautics and the Exploration and Use of Airspace and Outer Space for Peaceful Purposes' was signed 30 September 2025 at the 76th IAC in Sydney by Acting NASA Administrator Sean Duffy and Australian Space Agency head Enrico Palermo; it covers civil cooperation (Artemis, Earth science, aeronautics), complements the TSA, and required parliamentary treaty review expected to take four to six months in Australia.",,,,,US and Australia Sign Treaty-Level Space Framework Agreement at IAC Sydney,SatNews,2025-10,https://satnews.com/2025/10/02/us-and-australia-sign-treaty-level-space-framework-agreement-at-iac-sydney/,"Instrument — the actual 'Space Framework Agreement' now in force-track is civil, not defence; defence cooperation rides on the SoI/MOU/CSpO lattice instead",2026-07-18,Custodian validation pending
EV-USSFFORC-15,ussf-force-design,2,FACT,High,"The US-Australia Technology Safeguards Agreement, signed 26 October 2023, entered into force on 23 July 2024, providing the legal framework for US entities to conduct space launches from Australian territory while protecting US launch and satellite technology.",,,,,Technology Safeguards Agreement,"Australian Space Agency / Australian Department of Industry, Science and Resources",2024-07,https://www.space.gov.au/technology-safeguards-agreement,"Instrument/Australian value — in-force bilateral treaty enabling Australia as a launch location for US systems, including potential resilience/responsive-launch roles",2026-07-18,Custodian validation pending
EV-USSFFORC-16,ussf-force-design,2,FACT,High,"Under a Memorandum of Understanding signed 14 November 2007, Australia funded the sixth Wideband Global SATCOM satellite (WGS-6, launched August 2013; roughly A$927m programme) in exchange for assured access to a share of the whole WGS constellation's capacity, under an arrangement running to about 2029 — the canonical precedent of an ally buying into a US military space architecture rather than a single satellite.",,,,,Australia To Fund Sixth WGS Satellite / Wideband Global SATCOM programme records,Via Satellite; US State Department MOU text; Australian Department of Defence,2007-10,https://www.satellitetoday.com/government-military/2007/10/03/australia-to-fund-sixth-wgs-satellite/,Precedent — the funding-for-constellation-access model most often cited as the template for an Australian buy-in to SDA-style proliferated architectures,2026-07-18,Custodian validation pending
EV-USSFFORC-17,ussf-force-design,2,FACT,High,"The USSF Partnership Strategy itself cites the service's hosted-payload and shared-architecture precedents: partnerships on WGS, 'hosting payloads on Allied systems such as Norway's Arctic Satellite Broadband Mission (ASBM) and Japan's Quasi-Zenith Satellite System (QZSS)', SATCOM provision to NATO, the Deep Space Advanced Radar Capability (DARC) 'with the United Kingdom and Australia', and the Joint Commercial Operations (JCO) cell with multiple allies.",,,,,"U.S. Space Force International Partnership Strategy (June 2025), Introduction",US Space Force,2025-06,https://csps.aerospace.org/sites/default/files/2025-10/USSF%20International%20Partnership%20Strategy%20(June%202025).pdf,Precedent — USSF's own list of two-way hosting models (US payloads on allied buses) directly applicable to a future Australian host satellite,2026-07-18,Custodian validation pending
EV-USSFFORC-18,ussf-force-design,2,FACT,High,"DARC is a trilateral US-UK-Australia programme with radar sites in each nation sharing data; Site 1 at Exmouth, Western Australia completed construction in December 2024 (three months early) with first antennas installed and initial transmission test in September 2024, site operations expected by 2027; the UK site is expected to complete construction around February 2030 and full three-site capability around 2032.",,,,,Space Force Finishes Construction at One Site for New Radar,Air & Space Forces Magazine,2025-02,https://www.airandspaceforces.com/space-force-deep-space-radar-australia-construction/,"Australian value — Australia hosts the first node of a premier allied deep-space SDA capability, a geography-for-access contribution model; 2025-2026 'Early Use' milestones located only in secondary snippets (see open questions)",2026-07-18,Custodian validation pending
EV-USSFFORC-19,ussf-force-design,2,FACT,High,"SDA's published policy on international participation (FAQ, accessed July 2026) states it will 'work with our Allies where it is practical and makes sense', lists pathways — flying sensors, payloads and/or Optical Communication Terminals meeting SDA interoperability standards, hosting compatible ground terminal sites, teaming with US industry, and investing in proliferated-architecture technologies — and conditions any partnership on 'specific security and data information sharing standards'; no formal mechanism for an ally to purchase Transport Layer satellites or planes has been published.",,,,,Space Development Agency FAQ,Space Development Agency,"2026 (undated page, accessed 2026-07)",https://www.sda.mil/home/about-us/faq/,"Constraint/opportunity evidence — defines what allied buy-in to the proliferated architecture can currently look like: payload hosting, ground segment and standards compliance, not constellation shares",2026-07-18,Custodian validation pending
EV-USSFFORC-20,ussf-force-design,2,FACT,Medium,"SDA conducted the first space-to-ground Link 16 transmissions from Tranche 0 Transport Layer satellites on 21-27 November 2023 to a ground test site 'located within the territory of a Five Eyes partner nation' (nation withheld at that ally's request; contemporaneous reporting assessed it was likely Australia or New Zealand given INDOPACOM's interest), because FAA restrictions prevented broadcasting Link 16 into US airspace.",,,,,SDA demos first-ever space-to-ground Link 16 connection,Breaking Defense / Space Development Agency,2023-11,https://breakingdefense.com/2023/11/sda-demos-first-ever-space-to-ground-link-16-connection/,Dependency/precedent — PWSA tactical integration already exercised on Five Eyes territory; identity of host nation (Australia?) unconfirmed,2026-07-18,Custodian validation pending
EV-USSFFORC-21,ussf-force-design,2,FACT,Medium,"The Transport Layer's future is in flux: the FY26 request dropped Tranche 3 Transport Layer in favour of a $277M MILNET request (June 2025); Congress restored Tranche 3 transport funding in the FY26 defense bill (January 2026); and the FY27 request again includes no Tranche 3 Transport Layer funding, instead pivoting to a 'Space Data Network' backbone — an expanded MILNET-style hybrid military-commercial mesh — with roughly $1.6B sought under a 'proliferated LEO SATCOM' line, even as Tranche 1 launches continued (21 SDA satellites launched by SpaceX on 16 July 2026).",,,,,"Space Force shifts from SDA transport layer to new Space Data Network 'backbone' (with corroborating Via Satellite, SatNews, Spaceflight Now reporting)",Breaking Defense,2026-04,https://breakingdefense.com/2026/04/space-force-shifts-from-sda-transport-layer-to-new-space-data-network-backbone-for-orbital-relay/,"Constraint — architectural and budget instability of the very layer an ally would buy into; any Australian participation case must target the SDN construct, not legacy Tranche 3",2026-07-18,Custodian validation pending
EV-USSFFORC-22,ussf-force-design,2,FACT,Medium,"Australia participates in the two standing multinational operational frameworks: the Combined Space Operations (CSpO) initiative, a ten-nation grouping (Five Eyes plus France, Germany, Italy, Norway and Japan), and USSPACECOM's multinational force Operation Olympic Defender, which Australia (with Canada) joined in 2020; the Australian Space Operations Centre took part in the November 2024 OOD common operational picture working group with US, Canadian and UK centres.",,,,,US Olympic Defender allies seek 'common' space picture / United in Defense,Breaking Defense / US Indo-Pacific Defense Forum,2024-11,https://breakingdefense.com/2024/11/us-olympic-defender-allies-seek-common-space-picture/,Forum — the operational-level venues that sit alongside force-design mechanisms and through which Australian planning input currently flows,2026-07-18,Custodian validation pending
EV-INDIACOC-01,india-cocos-maitri,2,FACT,High,"The Third Australia-India Annual Summit was held in Melbourne 8-10 July 2026 (PMs Albanese and Modi); the joint statement's paragraph 15 'highlighted the importance of strengthening space cooperation, including industry-to-industry partnerships' and commits to deepening ISRO-Australian Space Agency collaboration.",CORRECTED,"The summit itself was held in Melbourne on 9 July 2026; 8-10 July 2026 was Modi's visit to Australia, not the summit dates. Paragraph 15's quoted phrase is verbatim-correct, but the statement 'expressed hope to further deepen collaboration' between ISRO and the ASA — softer language than 'commits to deepening'.",,,Third Australia-India Annual Summit Joint Statement,Prime Minister of Australia (pm.gov.au),2026-07,https://www.pm.gov.au/media/australia-india-joint-statement,Partner interest - leader-level endorsement of space cooperation as a strategic partnership pillar.,2026-07-18,Custodian validation pending
EV-INDIACOC-02,india-cocos-maitri,2,FACT,High,The July 2026 leaders' joint statement announced the commissioning of a 'temporary space tracking terminal on Cocos Keeling Islands' to support India's Gaganyaan human spaceflight program - the word 'temporary' is the official framing; no end date is given in any source accessed.,CONFIRMED,,,,Third Australia-India Annual Summit Joint Statement,Prime Minister of Australia (pm.gov.au),2026-07,https://www.pm.gov.au/media/australia-india-joint-statement,Instrument - the terminal is Australia's most concrete operational contribution; 'temporary' framing bounds its duration.,2026-07-18,Custodian validation pending
